Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HomeTeamElo,AwayTeamElo,EloDifference,Home_AvgGoalsScored,Home_AvgGoalsConceded,Home_Wins,Home_Draws,Home_Losses,Away_AvgGoalsScored,Away_AvgGoalsConceded,Away_Wins,Away_Draws,Away_Losses,HTH_HomeWins,HTH_AwayWins,HTH_Draws,HTH_AvgHomeGoals,HTH_AvgAwayGoals
2023-09-27,Inter,Sassuolo,1,2,A,1.33,5.72,8.57,1.4,2.95,1568.84,1492.1,76.75,2.8,0.2,5,0,0,1.8,2.2,2,0,3,0,0,0,0.0,0.0
2023-09-27,Verona,Atalanta,0,1,A,4.43,3.73,1.82,1.92,1.91,1497.11,1512.04,-14.93,0.8,1.0,2,1,2,2.0,1.0,3,0,2,0,0,0,0.0,0.0
2023-09-27,Cagliari,Milan,1,3,A,5.43,3.89,1.66,1.94,1.89,1457.51,1541.83,-84.33,0.2,1.2,0,2,3,2.0,1.4,4,0,1,0,0,0,0.0,0.0
2023-09-27,Napoli,Udinese,4,1,H,1.38,5.08,8.39,1.67,2.24,1509.68,1471.96,37.72,1.6,1.0,2,2,1,0.2,1.2,0,3,2,0,0,0,0.0,0.0
2023-09-27,Empoli,Salernitana,1,0,H,2.34,3.27,3.22,2.05,1.79,1432.39,1472.63,-40.25,0.0,2.6,0,0,5,0.8,1.8,0,3,2,0,0,0,0.0,0.0
2023-09-28,Frosinone,Fiorentina,1,1,D,3.7,3.64,2.0,1.84,2.0,1513.2,1529.87,-16.67,1.6,1.4,2,2,1,2.2,1.8,3,1,1,0,0,0,0.0,0.0
2023-09-28,Genoa,Roma,4,1,H,3.76,3.25,2.12,2.33,1.62,1472.34,1488.09,-15.75,0.8,1.6,1,1,3,2.4,1.4,1,2,2,0,0,0,0.0,0.0
2023-09-28,Monza,Bologna,0,0,D,2.42,3.34,2.99,2.0,1.83,1486.3,1502.08,-15.78,0.8,1.4,1,2,2,0.6,0.8,1,3,1,0,0,0,0.0,0.0
2023-09-30,Lecce,Napoli,0,4,A,4.73,3.8,1.76,1.95,1.87,1524.83,1523.06,1.77,1.2,0.8,2,2,1,1.8,1.0,2,2,1,0,0,0,0.0,0.0
2023-09-30,Milan,Lazio,2,0,H,1.77,3.7,4.84,2.0,1.83,1553.26,1491.45,61.82,2.2,1.6,4,0,1,1.2,1.2,2,1,2,0,0,0,0.0,0.0
2023-09-30,Salernitana,Inter,0,4,A,7.79,4.78,1.42,1.7,2.19,1455.9,1550.58,-94.68,0.4,1.6,0,2,3,2.6,0.6,4,0,1,0,0,0,0.0,0.0
2023-10-01,Bologna,Empoli,3,0,H,1.66,4.01,5.18,1.87,1.96,1501.4,1449.12,52.28,0.6,0.4,1,4,0,0.2,2.4,1,0,4,0,0,0,0.0,0.0
2023-10-01,Udinese,Genoa,2,2,D,2.38,3.15,3.26,2.33,1.62,1458.58,1488.02,-29.43,0.4,1.4,0,3,2,1.4,1.0,2,1,2,0,0,0,0.0,0.0
2023-10-01,Atalanta,Juventus,0,0,D,2.51,3.45,2.82,1.89,1.94,1526.4,1538.12,-11.72,1.8,1.0,3,0,2,1.8,1.2,3,1,1,0,0,0,0.0,0.0
2023-10-01,Roma,Frosinone,2,0,H,1.45,4.43,7.62,1.91,1.91,1472.41,1513.92,-41.51,2.2,1.8,1,1,3,1.6,1.0,2,3,0,0,0,0,0.0,0.0
2023-10-02,Sassuolo,Monza,0,1,A,2.2,3.8,3.02,1.58,2.38,1510.36,1486.98,23.37,2.2,2.0,3,0,2,0.8,1.0,1,3,1,0,0,0,0.0,0.0
2023-10-02,Torino,Verona,0,0,D,1.89,3.4,4.47,2.33,1.61,1497.63,1482.75,14.88,1.2,1.4,2,1,2,0.6,1.2,1,1,3,0,0,0,0.0,0.0
2023-10-02,Fiorentina,Cagliari,3,0,H,1.49,4.36,6.96,1.83,2.0,1529.15,1446.08,83.07,1.6,1.8,2,2,1,0.4,1.8,0,1,4,0,0,0,0.0,0.0
2023-10-06,Lecce,Sassuolo,1,1,D,2.57,3.5,2.74,1.79,2.06,1509.75,1494.35,15.41,0.8,1.2,2,1,2,2.2,1.8,3,0,2,0,0,0,0.0,0.0
2023-10-06,Empoli,Udinese,0,0,D,3.12,3.34,2.38,1.97,1.87,1436.36,1459.85,-23.49,0.2,2.6,1,0,4,0.6,1.6,0,3,2,0,0,0,0.0,0.0
2023-10-07,Inter,Bologna,2,2,D,1.39,5.1,7.98,1.61,2.34,1561.59,1514.16,47.43,3.0,0.6,4,0,1,1.0,0.2,2,3,0,0,0,0,0.0,0.0
2023-10-07,Juventus,Torino,2,0,H,1.93,3.35,4.46,2.36,1.6,1537.61,1496.99,40.63,1.6,1.0,3,1,1,1.0,0.6,2,2,1,0,0,0,0.0,0.0
2023-10-07,Genoa,Milan,0,1,A,4.06,3.54,1.95,2.05,1.8,1486.75,1565.62,-78.88,1.6,1.4,1,2,2,1.8,1.4,4,0,1,0,0,0,0.0,0.0
2023-10-08,Monza,Salernitana,3,0,H,1.68,3.92,5.15,1.84,1.98,1502.99,1444.89,58.1,0.6,1.0,1,3,1,0.2,2.2,0,1,4,0,0,0,0.0,0.0
2023-10-08,Frosinone,Verona,2,1,H,2.38,3.28,3.13,2.13,1.73,1497.14,1483.39,13.74,1.2,1.2,1,3,1,0.2,1.0,0,2,3,0,0,0,0.0,0.0
2023-10-08,Lazio,Atalanta,3,2,H,2.81,3.3,2.61,1.99,1.85,1479.09,1526.9,-47.81,1.2,1.4,2,1,2,1.6,0.6,3,1,1,0,0,0,0.0,0.0
2023-10-08,Cagliari,Roma,1,4,A,4.71,3.46,1.84,2.28,1.64,1434.6,1489.19,-54.59,0.4,2.0,0,1,4,2.4,1.4,2,1,2,0,0,0,0.0,0.0
2023-10-08,Napoli,Fiorentina,1,3,A,1.61,4.22,5.32,1.64,2.24,1538.14,1540.63,-2.5,2.2,1.0,2,2,1,1.8,1.4,3,1,1,0,0,0,0.0,0.0
2023-10-21,Verona,Napoli,1,3,A,5.45,3.95,1.65,1.87,1.96,1468.99,1523.24,-54.26,0.2,0.8,0,2,3,2.2,1.2,2,2,1,0,0,0,0.0,0.0
2023-10-21,Torino,Inter,0,3,A,5.11,3.7,1.74,2.02,1.82,1483.73,1559.56,-75.83,0.8,1.0,1,2,2,2.6,1.0,3,1,1,0,0,0,0.0,0.0
2023-10-21,Sassuolo,Lazio,0,2,A,2.71,3.66,2.5,1.63,2.29,1495.01,1496.14,-1.13,1.8,1.8,2,1,2,1.4,1.6,2,1,2,0,0,0,0.0,0.0
2023-10-22,Atalanta,Genoa,2,0,H,1.55,4.07,6.51,1.98,1.85,1509.85,1475.1,34.75,1.4,1.2,2,1,2,1.6,1.4,1,2,2,0,0,0,0.0,0.0
2023-10-22,Milan,Juventus,0,1,A,2.3,3.28,3.31,2.15,1.72,1577.27,1550.87,26.41,1.6,1.2,4,0,1,1.6,1.0,3,1,1,0,0,0,0.0,0.0
2023-10-22,Bologna,Frosinone,2,1,H,1.75,3.77,4.84,1.9,1.92,1516.2,1511.54,4.65,1.0,0.4,1,4,0,1.6,1.4,2,2,1,0,0,0,0.0,0.0
2023-10-22,Salernitana,Cagliari,2,2,D,2.32,3.19,3.31,2.17,1.7,1432.38,1421.94,10.44,0.2,2.4,0,1,4,0.4,2.4,0,1,4,0,0,0,0.0,0.0
2023-10-22,Roma,Monza,1,0,H,1.72,3.79,4.99,1.92,1.91,1501.85,1515.51,-13.65,3.0,1.2,3,1,1,1.2,0.4,2,3,0,0,0,0,0.0,0.0
2023-10-23,Udinese,Lecce,1,1,D,2.19,3.26,3.56,2.2,1.68,1458.84,1509.09,-50.25,0.6,1.6,0,3,2,0.6,1.4,1,2,2,0,0,0,0.0,0.0
2023-10-23,Fiorentina,Empoli,0,2,A,1.44,4.76,7.25,1.65,2.27,1555.52,1437.37,118.15,2.4,0.8,4,1,0,0.2,2.2,1,1,3,0,0,0,0.0,0.0
2023-10-27,Genoa,Salernitana,1,0,H,1.75,3.67,5.06,2.16,1.72,1461.59,1431.93,29.66,1.2,1.4,1,1,3,0.6,2.2,0,2,3,0,0,0,0.0,0.0
2023-10-28,Sassuolo,Bologna,1,1,D,2.67,3.48,2.64,1.73,2.15,1480.06,1530.99,-50.93,1.4,1.4,2,1,2,1.4,0.6,2,3,0,0,0,0,0.0,0.0
2023-10-28,Lecce,Torino,0,1,A,2.77,3.02,2.85,2.54,1.53,1506.94,1471.95,34.98,0.6,1.4,1,2,2,0.2,1.6,0,2,3,0,0,0,0.0,0.0
2023-10-28,Juventus,Verona,1,0,H,1.37,4.98,9.14,1.82,2.02,1567.01,1456.31,110.7,1.2,0.8,3,1,1,0.4,1.4,0,1,4,0,0,0,0.0,0.0
2023-10-29,Cagliari,Frosinone,4,3,H,2.33,3.4,3.12,1.94,1.88,1422.39,1496.74,-74.36,0.8,2.8,0,1,4,1.0,1.4,1,2,2,0,0,0,0.0,0.0
2023-10-29,Monza,Udinese,1,1,D,2.1,3.52,3.54,1.88,1.94,1499.92,1460.99,38.92,1.0,0.4,2,2,1,0.8,1.8,0,3,2,0,0,0,0.0,0.0
2023-10-29,Inter,Roma,1,0,H,1.64,3.94,5.56,1.98,1.86,1571.34,1517.44,53.89,2.2,0.8,3,1,1,1.8,1.2,3,1,1,0,0,0,0.0,0.0
2023-10-29,Napoli,Milan,2,2,D,2.25,3.37,3.31,1.99,1.85,1535.92,1561.14,-25.22,2.4,1.0,3,1,1,1.4,0.4,4,0,1,0,0,0,0.0,0.0
2023-10-30,Empoli,Atalanta,0,3,A,4.92,3.96,1.7,1.79,2.05,1457.28,1523.35,-66.07,0.6,0.8,2,1,2,1.4,0.6,3,1,1,0,0,0,0.0,0.0
2023-10-30,Lazio,Fiorentina,1,0,H,2.3,3.42,3.17,1.96,1.88,1511.09,1535.61,-24.52,1.6,1.0,3,1,1,1.8,0.8,3,1,1,0,0,0,0.0,0.0
2023-11-03,Bologna,Lazio,1,0,H,2.72,3.15,2.79,2.25,1.66,1528.81,1527.15,1.66,1.6,0.8,2,3,0,1.6,0.8,4,0,1,0,0,0,0.0,0.0
2023-11-04,Atalanta,Inter,1,2,A,3.35,3.5,2.17,1.81,2.03,1535.54,1584.03,-48.49,1.6,0.6,3,1,1,2.2,0.8,3,1,1,0,0,0,0.0,0.0
2023-11-04,Milan,Udinese,0,1,A,1.46,4.56,7.22,1.78,2.06,1560.05,1462.67,97.38,1.6,0.8,3,1,1,1.0,1.6,0,4,1,0,0,0,0.0,0.0
2023-11-04,Salernitana,Napoli,0,2,A,6.94,4.9,1.44,1.57,2.43,1418.21,1537.01,-118.8,0.4,2.2,0,1,4,2.8,1.4,3,1,1,0,0,0,0.0,0.0
2023-11-05,Verona,Monza,1,3,A,3.15,3.28,2.36,2.06,1.75,1445.93,1498.24,-52.31,0.4,1.4,0,1,4,1.0,0.4,2,2,1,0,0,0,0.0,0.0
2023-11-05,Cagliari,Genoa,2,1,H,2.75,3.21,2.7,2.18,1.7,1440.55,1475.31,-34.77,1.6,3.0,1,1,3,1.4,1.2,2,1,2,0,0,0,0.0,0.0
2023-11-05,Roma,Lecce,2,1,H,1.57,3.93,6.35,2.14,1.72,1504.75,1490.43,14.32,1.6,1.2,3,0,2,0.4,1.6,0,2,3,0,0,0,0.0,0.0
2023-11-05,Fiorentina,Juventus,0,1,A,2.88,3.3,2.54,2.03,1.81,1519.55,1577.38,-57.83,1.4,1.0,2,1,2,1.0,0.0,4,1,0,0,0,0,0.0,0.0
2023-11-06,Frosinone,Empoli,2,1,H,2.11,3.55,3.45,1.86,1.96,1478.58,1445.1,33.48,1.4,2.0,1,1,3,0.6,1.2,2,1,2,0,0,0,0.0,0.0
2023-11-06,Torino,Sassuolo,2,1,H,2.15,3.44,3.45,1.94,1.87,1488.46,1482.25,6.21,0.2,1.4,1,1,3,0.8,1.2,1,2,2,0,0,0,0.0,0.0
2023-11-10,Sassuolo,Salernitana,2,2,D,1.69,4.14,4.8,1.64,2.3,1467.51,1408.14,59.37,0.6,1.4,0,2,3,0.4,2.4,0,1,4,0,0,0,0.0,0.0
2023-11-10,Genoa,Verona,1,0,H,1.95,3.28,4.49,2.47,1.56,1458.82,1433.17,25.64,0.8,1.4,1,1,3,0.6,1.8,0,1,4,0,0,0,0.0,0.0
2023-11-11,Lecce,Milan,2,2,D,5.08,3.68,1.74,2.1,1.75,1476.05,1540.95,-64.9,0.6,1.8,0,2,3,1.0,0.8,2,1,2,0,0,0,0.0,0.0
2023-11-11,Juventus,Cagliari,2,1,H,1.38,4.91,8.69,1.78,2.06,1589.91,1457.04,132.86,1.0,0.0,4,1,0,1.8,2.6,2,1,2,0,0,0,0.0,0.0
2023-11-11,Monza,Torino,1,1,D,2.48,3.16,3.07,2.28,1.64,1511.0,1503.19,7.81,1.6,0.6,3,1,1,0.6,1.2,2,1,2,0,0,0,0.0,0.0
2023-11-12,Napoli,Empoli,0,1,A,1.23,6.73,11.96,1.42,2.85,1547.07,1431.54,115.53,2.4,1.2,3,1,1,0.6,1.6,1,1,3,0,0,0,0.0,0.0
2023-11-12,Fiorentina,Bologna,2,1,H,2.07,3.47,3.65,1.98,1.85,1507.03,1543.74,-36.71,1.2,1.0,2,0,3,1.8,0.8,3,2,0,0,0,0,0.0,0.0
2023-11-12,Udinese,Atalanta,1,1,D,3.73,3.49,2.03,1.94,1.88,1481.76,1522.62,-40.85,1.0,0.8,1,4,0,1.6,1.0,2,1,2,0,0,0,0.0,0.0
2023-11-12,Lazio,Roma,0,0,D,2.96,3.11,2.61,2.34,1.61,1512.22,1519.13,-6.91,1.2,1.0,3,0,2,1.8,0.6,4,0,1,0,0,0,0.0,0.0
2023-11-12,Inter,Frosinone,2,0,H,1.19,7.53,14.11,1.37,3.08,1596.95,1492.14,104.81,2.4,0.6,4,1,0,1.6,2.0,2,0,3,0,0,0,0.0,0.0
2023-11-25,Salernitana,Lazio,2,1,H,4.68,3.71,1.79,2.0,1.84,1410.68,1512.52,-101.84,0.8,2.0,0,2,3,1.2,0.6,3,1,1,0,0,0,0.0,0.0
2023-11-25,Atalanta,Napoli,1,2,A,2.68,3.43,2.66,1.81,2.02,1520.86,1527.26,-6.4,1.8,1.2,2,1,2,1.6,1.4,2,1,2,0,0,0,0.0,0.0
2023-11-25,Milan,Fiorentina,1,0,H,2.12,3.42,3.6,2.04,1.8,1538.18,1523.61,14.58,1.0,1.2,1,2,2,1.0,1.2,2,0,3,0,0,0,0.0,0.0
2023-11-26,Roma,Udinese,3,1,H,1.64,3.88,5.76,2.06,1.78,1518.83,1483.52,35.31,1.4,0.6,3,1,1,0.8,0.6,1,4,0,0,0,0,0.0,0.0
2023-11-26,Juventus,Inter,1,1,D,3.38,3.26,2.28,2.13,1.74,1599.44,1607.56,-8.12,1.4,0.2,5,0,0,2.0,0.6,4,1,0,0,0,0,0.0,0.0
2023-11-26,Frosinone,Genoa,2,1,H,2.5,3.24,2.99,2.1,1.72,1481.53,1472.71,8.82,1.6,2.0,2,0,3,0.6,1.0,2,0,3,0,0,0,0.0,0.0
2023-11-26,Empoli,Sassuolo,3,4,A,2.74,3.63,2.48,1.65,2.27,1451.35,1464.98,-13.62,0.8,1.0,2,1,2,1.0,1.6,0,3,2,0,0,0,0.0,0.0
2023-11-26,Cagliari,Monza,1,1,D,2.88,3.32,2.53,1.95,1.88,1447.52,1510.67,-63.15,2.0,2.4,2,1,2,1.6,0.8,2,2,1,0,0,0,0.0,0.0
2023-11-27,Verona,Lecce,2,2,D,2.7,3.01,2.94,2.51,1.54,1419.28,1478.82,-59.54,0.6,2.0,0,0,5,1.0,1.4,0,3,2,0,0,0,0.0,0.0
2023-11-27,Bologna,Torino,2,0,H,2.34,3.18,3.31,2.38,1.59,1527.16,1503.53,23.63,1.4,1.2,2,2,1,0.8,1.4,2,1,2,0,0,0,0.0,0.0
2023-12-01,Monza,Juventus,1,2,A,4.1,3.41,1.99,2.21,1.69,1507.97,1599.79,-91.82,1.2,1.0,1,3,1,1.2,0.4,4,1,0,0,0,0,0.0,0.0
2023-12-02,Genoa,Empoli,1,1,D,1.96,3.44,4.15,2.13,1.74,1458.09,1436.94,21.15,0.8,1.2,2,0,3,1.4,1.8,2,0,3,0,0,0,0.0,0.0
2023-12-02,Lazio,Cagliari,1,0,H,1.63,4.03,5.55,1.94,1.88,1493.24,1450.21,43.03,0.8,0.6,2,1,2,2.0,1.8,2,2,1,0,0,0,0.0,0.0
2023-12-02,Milan,Frosinone,3,1,H,1.44,4.74,7.17,1.69,2.16,1552.55,1496.15,56.4,1.0,1.2,1,2,2,1.6,2.0,2,0,3,0,0,0,0.0,0.0
2023-12-03,Udinese,Verona,3,3,D,1.73,3.67,5.15,2.15,1.72,1470.04,1421.83,48.21,1.0,1.2,1,3,1,0.8,2.0,0,1,4,0,0,0,0.0,0.0
